회차년도,회차,프로그램코드,프로그램명,기관코드,검사코드,검사명,검체명,검사결과,기준분류,세분류,기준분류_sdi (text),세분류_sdi (text),기준분류_sdi (Number),세분류_sdi (Number),ALL_기관수,ALL_기관수_OUT,ALL_중간값,ALL_최소값,ALL_최대값,ALL_평균값,ALL_표준편차,ALL_변동계수,ALL_하한치,ALL_상한치,ALL_Outlier,기준분류_기관수,기준분류_기관수_OUT,기준분류_중간값,기준분류_최소값,기준분류_최대값,기준분류_평균값,기준분류_표준편차,기준분류_변동계수,기준분류_하한치,기준분류_상한치,기준분류_Outlier,세분류_기관수,세분류_기관수_OUT,세분류_중간값,세분류_최소값,세분류_최대값,세분류_평균값,세분류_표준편차,세분류_변동계수,세분류_하한치,세분류_상한치,세분류_Outlier,기기회사명,기기명,시약회사명,시약명,검사방법명
2025,1,140,심장표지자단백검사(정량),LAB_008,T902,High-Sensitivity Cardiac Troponin I,CCA-25-02,555.9,Abbott,Alinity I,0.65,1.49,0.65,1.49,194,153,490.105,0.343,608.45,493.0748,73.4236,14.891,391.0,538.9,NO,100,98,536.74,0.558,608.45,538.6395,26.4089,4.9029,521.3,556.0,NO,63,61,528.4,0.558,571.0,528.8777,18.088,3.4201,517.7,542.0,NO,Abbott,Alinity I,,,
2025,1,140,심장표지자단백검사(정량),LAB_008,T902,High-Sensitivity Cardiac Troponin I,CCA-25-03,2073.2,Abbott,Alinity I,0.09,0.19,0.09,0.19,194,194,2098.7,2.138,7330.31,3207.026,2034.8638,63.4502,1960.1,6150.31,NO,100,96,2070.5,2.138,2682.0,2064.2192,105.2215,5.0974,1981.8,2135.0,NO,63,62,2060.0,2.138,2319.0,2051.8938,109.3598,5.3297,1950.0,2129.0,NO,Abbott,Alinity I,,,
2025,1,140,심장표지자단백검사(정량),LAB_009,T902,High-Sensitivity Cardiac Troponin I,CCA-25-01,70.296,Beckman Coulter Inc.,UniCel DxI800,-0.07,-0.3,-0.07,-0.3,194,150,130.7,0.102,255.2,133.4477,11.8199,8.8573,114.3,139.0,YES,35,32,70.8,63.6,78.7,70.4701,2.4752,3.5124,68.9,72.185,NO,27,23,71.1,65.5,78.7,70.8193,1.7411,2.4586,69.7,72.4,NO,Beckman Coulter Inc.,UniCel DxI800,,,
2025,1,140,심장표지자단백검사(정량),LAB_009,T902,High-Sensitivity Cardiac Troponin I,CCA-25-02,154.945,Beckman Coulter Inc.,UniCel DxI800,0.08,-0.17,0.08,-0.17,194,153,490.105,0.343,608.45,493.0748,73.4236,14.891,391.0,538.9,YES,35,34,153.8,132.1,167.0,154.4185,6.5825,4.2628,149.2,159.4,NO,27,27,154.4,146.3,167.0,155.9196,5.7694,3.7003,152.2,161.1,NO,Beckman Coulter Inc.,UniCel DxI800,,,
2025,1,140,심장표지자단백검사(정량),LAB_009,T902,High-Sensitivity Cardiac Troponin I,CCA-25-03,1962.023,Beckman Coulter Inc.,UniCel DxI800,0.55,0.54,0.55,0.54,194,194,2098.7,2.138,7330.31,3207.026,2034.8638,63.4502,1960.1,6150.31,NO,35,33,1887.4,1421.3,2217.0,1885.5,139.9384,7.4218,1791.8,1962.023,NO,27,26,1907.0,1718.5,2217.0,1910.3962,95.1598,4.9812,1846.0,1970.0,NO,Beckman Coulter Inc.,UniCel DxI800,,,
2025,1,140,심장표지자단백검사(정량),LAB_010,T902,High-Sensitivity Cardiac Troponin I,CCA-25-01,140.01,Siemens Healthineers,Atellica IM 1600 Analyzer,1.68,1.67,1.68,1.67,194,150,130.7,0.102,255.2,133.4477,11.8199,8.8573,114.3,139.0,NO,53,49,129.0,0.102,157.68,128.704,6.7213,5.2223,123.75,132.5,NO,38,36,129.0,0.129,157.68,129.4457,6.3103,4.8749,124.69,134.84,NO,Siemens Healthineers,Atellica IM 1600 Analyzer,,,
2025,1,140,심장표지자단백검사(정량),LAB_010,T902,High-Sensitivity Cardiac Troponin I,CCA-25-02,436.66,Siemens Healthineers,Atellica IM 1600 Analyzer,0.84,0.87,0.84,0.87,194,153,490.105,0.343,608.45,493.0748,73.4236,14.891,391.0,538.9,NO,53,48,420.0,0.343,501.14,420.7165,18.9363,4.501,406.0,435.52,NO,38,36,420.05,0.411,501.14,420.4359,18.6599,4.4382,406.42,435.52,NO,Siemens Healthineers,Atellica IM 1600 Analyzer,,,
2025,1,140,심장표지자단백검사(정량),LAB_010,T902,High-Sensitivity Cardiac Troponin I,CCA-25-03,6934.36,Siemens Healthineers,Atellica IM 1600 Analyzer,2.53,2.57,2.53,2.57,194,194,2098.7,2.138,7330.31,3207.026,2034.8638,63.4502,1960.1,6150.31,NO,53,48,6448.88,4.826,7330.31,6445.8741,193.0129,2.9944,6267.0,6555.18,NO,38,36,6432.0,5.732,7330.31,6428.5644,196.5289,3.0571,6277.0,6555.18,NO,Siemens Healthineers,Atellica IM 1600 Analyzer,,,
2025,1,140,심장표지자단백검사(정량),LAB_011,T902,High-Sensitivity Cardiac Troponin I,CCA-25-01,71.2,Beckman Coulter Inc.,UniCel DxI800,0.29,0.22,0.29,0.22,194,150,130.7,0.102,255.2,133.4477,11.8199,8.8573,114.3,139.0,YES,35,32,70.8,63.6,78.7,70.4701,2.4752,3.5124,68.9,72.185,NO,27,23,71.1,65.5,78.7,70.8193,1.7411,2.4586,69.7,72.4,NO,Beckman Coulter Inc.,UniCel DxI800,,,
2025,1,140,심장표지자단백검사(정량),LAB_011,T902,High-Sensitivity Cardiac Troponin I,CCA-25-02,167.0,Beckman Coulter Inc.,UniCel DxI800,1.91,1.92,1.91,1.92,194,153,490.105,0.343,608.45,493.0748,73.4236,14.891,391.0,538.9,YES,35,34,153.8,132.1,167.0,154.4185,6.5825,4.2628,149.2,159.4,NO,27,27,154.4,146.3,167.0,155.9196,5.7694,3.7003,152.2,161.1,NO,Beckman Coulter Inc.,UniCel DxI800,,,
2025,1,140,심장표지자단백검사(정량),LAB_011,T902,High-Sensitivity Cardiac Troponin I,CCA-25-03,2144.0,Beckman Coulter Inc.,UniCel DxI800,1.85,2.45,1.85,2.45,194,194,2098.7,2.138,7330.31,3207.026,2034.8638,63.4502,1960.1,6150.31,NO,35,33,1887.4,1421.3,2217.0,1885.5,139.9384,7.4218,1791.8,1962.023,NO,27,26,1907.0,1718.5,2217.0,1910.3962,95.1598,4.9812,1846.0,1970.0,NO,Beckman Coulter Inc.,UniCel DxI800,,,
2025,1,140,심장표지자단백검사(정량),LAB_012,T902,High-Sensitivity Cardiac Troponin I,CCA-25-01,123.75,Siemens Healthineers,Atellica IM 1600 Analyzer,-0.74,-0.9,-0.74,-0.9,194,150,130.7,0.102,255.2,133.4477,11.8199,8.8573,114.3,139.0,NO,53,49,129.0,0.102,157.68,128.704,6.7213,5.2223,123.75,132.5,NO,38,36,129.0,0.129,157.68,129.4457,6.3103,4.8749,124.69,134.84,NO,Siemens Healthineers,Atellica IM 1600 Analyzer,,,
2025,1,140,심장표지자단백검사(정량),LAB_012,T902,High-Sensitivity Cardiac Troponin I,CCA-25-02,406.42,Siemens Healthineers,Atellica IM 1600 Analyzer,-0.75,-0.75,-0.75,-0.75,194,153,490.105,0.343,608.45,493.0748,73.4236,14.891,391.0,538.9,NO,53,48,420.0,0.343,501.14,420.7165,18.9363,4.501,406.0,435.52,NO,38,36,420.05,0.411,501.14,420.4359,18.6599,4.4382,406.42,435.52,NO,Siemens Healthineers,Atellica IM 1600 Analyzer,,,
2025,1,140,심장표지자단백검사(정량),LAB_012,T902,High-Sensitivity Cardiac Troponin I,CCA-25-03,6322.76,Siemens Healthineers,Atellica IM 1600 Analyzer,-0.64,-0.54,-0.64,-0.54,194,194,2098.7,2.138,7330.31,3207.026,2034.8638,63.4502,1960.1,6150.31,NO,53,48,6448.88,4.826,7330.31,6445.8741,193.0129,2.9944,6267.0,6555.18,NO,38,36,6432.0,5.732,7330.31,6428.5644,196.5289,3.0571,6277.0,6555.18,NO,Siemens Healthineers,Atellica IM 1600 Analyzer,,,
2025,1,140,심장표지자단백검사(정량),LAB_013,T902,High-Sensitivity Cardiac Troponin I,CCA-25-01,139.0,Abbott,Alinity I,0.11,0.83,0.11,0.83,194,150,130.7,0.102,255.2,133.4477,11.8199,8.8573,114.3,139.0,NO,100,91,137.0,0.145,255.2,138.1792,7.3021,5.2845,132.7,143.0,NO,63,57,134.15,0.145,255.2,134.5223,5.4101,4.0217,130.0,138.9,NO,Abbott,Alinity I,,,
2025,1,140,심장표지자단백검사(정량),LAB_013,T902,High-Sensitivity Cardiac Troponin I,CCA-25-02,556.0,Abbott,Alinity I,0.66,1.5,0.66,1.5,194,153,490.105,0.343,608.45,493.0748,73.4236,14.891,391.0,538.9,NO,100,98,536.74,0.558,608.45,538.6395,26.4089,4.9029,521.3,556.0,NO,63,61,528.4,0.558,571.0,528.8777,18.088,3.4201,517.7,542.0,NO,Abbott,Alinity I,,,
2025,1,140,심장표지자단백검사(정량),LAB_013,T902,High-Sensitivity Cardiac Troponin I,CCA-25-03,2100.0,Abbott,Alinity I,0.34,0.44,0.34,0.44,194,194,2098.7,2.138,7330.31,3207.026,2034.8638,63.4502,1960.1,6150.31,NO,100,96,2070.5,2.138,2682.0,2064.2192,105.2215,5.0974,1981.8,2135.0,NO,63,62,2060.0,2.138,2319.0,2051.8938,109.3598,5.3297,1950.0,2129.0,NO,Abbott,Alinity I,,,
2025,1,140,심장표지자단백검사(정량),LAB_014,T902,High-Sensitivity Cardiac Troponin I,CCA-25-01,143.0,Abbott,Alinity I,0.66,1.57,0.66,1.57,194,150,130.7,0.102,255.2,133.4477,11.8199,8.8573,114.3,139.0,NO,100,91,137.0,0.145,255.2,138.1792,7.3021,5.2845,132.7,143.0,NO,63,57,134.15,0.145,255.2,134.5223,5.4101,4.0217,130.0,138.9,NO,Abbott,Alinity I,,,
2025,1,140,심장표지자단백검사(정량),LAB_014,T902,High-Sensitivity Cardiac Troponin I,CCA-25-02,571.0,Abbott,Alinity I,1.23,2.33,1.23,2.33,194,153,490.105,0.343,608.45,493.0748,73.4236,14.891,391.0,538.9,NO,100,98,536.74,0.558,608.45,538.6395,26.4089,4.9029,521.3,556.0,NO,63,61,528.4,0.558,571.0,528.8777,18.088,3.4201,517.7,542.0,NO,Abbott,Alinity I,,,
2025,1,140,심장표지자단백검사(정량),LAB_014,T902,High-Sensitivity Cardiac Troponin I,CCA-25-03,2319.0,Abbott,Alinity I,2.42,2.44,2.42,2.44,194,194,2098.7,2.138,7330.31,3207.026,2034.8638,63.4502,1960.1,6150.31,NO,100,96,2070.5,2.138,2682.0,2064.2192,105.2215,5.0974,1981.8,2135.0,NO,63,62,2060.0,2.138,2319.0,2051.8938,109.3598,5.3297,1950.0,2129.0,NO,Abbott,Alinity I,,,
2025,1,140,심장표지자단백검사(정량),LAB_015,T902,High-Sensitivity Cardiac Troponin I,CCA-25-01,70.0,Beckman Coulter Inc.,UniCel DxI800,-0.19,-0.47,-0.19,-0.47,194,150,130.7,0.102,255.2,133.4477,11.8199,8.8573,114.3,139.0,YES,35,32,70.8,63.6,78.7,70.4701,2.4752,3.5124,68.9,72.185,NO,27,23,71.1,65.5,78.7,70.8193,1.7411,2.4586,69.7,72.4,NO,Beckman Coulter Inc.,UniCel DxI800,,,
2025,1,140,심장표지자단백검사(정량),LAB_015,T902,High-Sensitivity Cardiac Troponin I,CCA-25-02,154.0,Beckman Coulter Inc.,UniCel DxI800,-0.06,-0.33,-0.06,-0.33,194,153,490.105,0.343,608.45,493.0748,73.4236,14.891,391.0,538.9,YES,35,34,153.8,132.1,167.0,154.4185,6.5825,4.2628,149.2,159.4,NO,27,27,154.4,146.3,167.0,155.9196,5.7694,3.7003,152.2,161.1,NO,Beckman Coulter Inc.,UniCel DxI800,,,
2025,1,140,심장표지자단백검사(정량),LAB_015,T902,High-Sensitivity Cardiac Troponin I,CCA-25-03,1806.0,Beckman Coulter Inc.,UniCel DxI800,-0.57,-1.1,-0.57,-1.1,194,194,2098.7,2.138,7330.31,3207.026,2034.8638,63.4502,1960.1,6150.31,NO,35,33,1887.4,1421.3,2217.0,1885.5,139.9384,7.4218,1791.8,1962.023,NO,27,26,1907.0,1718.5,2217.0,1910.3962,95.1598,4.9812,1846.0,1970.0,NO,Beckman Coulter Inc.,UniCel DxI800,,,
2025,1,140,심장표지자단백검사(정량),LAB_016,T902,High-Sensitivity Cardiac Troponin I,CCA-25-01,149.9,Abbott,ARCHITECT i2000,1.61,0.56,1.61,0.56,194,150,130.7,0.102,255.2,133.4477,11.8199,8.8573,114.3,139.0,NO,100,91,137.0,0.145,255.2,138.1792,7.3021,5.2845,132.7,143.0,NO,22,20,146.0,114.3,159.3,146.4583,6.1175,4.1769,140.07,150.0,NO,Abbott,ARCHITECT i2000,,,
2025,1,140,심장표지자단백검사(정량),LAB_016,T902,High-Sensitivity Cardiac Troponin I,CCA-25-02,604.8,Abbott,ARCHITECT i2000,2.51,1.59,2.51,1.59,194,153,490.105,0.343,608.45,493.0748,73.4236,14.891,391.0,538.9,NO,100,98,536.74,0.558,608.45,538.6395,26.4089,4.9029,521.3,556.0,NO,22,21,560.5,473.3,608.45,562.4142,26.5769,4.7255,539.8,579.1,NO,Abbott,ARCHITECT i2000,,,
2025,1,140,심장표지자단백검사(정량),LAB_016,T902,High-Sensitivity Cardiac Troponin I,CCA-25-03,2195.0,Abbott,ARCHITECT i2000,1.24,1.2,1.24,1.2,194,194,2098.7,2.138,7330.31,3207.026,2034.8638,63.4502,1960.1,6150.31,NO,100,96,2070.5,2.138,2682.0,2064.2192,105.2215,5.0974,1981.8,2135.0,NO,22,20,2070.25,2.203,2308.25,2086.3417,90.643,4.3446,2005.0,2129.0,NO,Abbott,ARCHITECT i2000,,,
2025,1,140,심장표지자단백검사(정량),LAB_017,T902,High-Sensitivity Cardiac Troponin I,CCA-25-01,129.36,Siemens Healthineers,Atellica IM 1600 Analyzer,0.1,-0.01,0.1,-0.01,194,150,130.7,0.102,255.2,133.4477,11.8199,8.8573,114.3,139.0,NO,53,49,129.0,0.102,157.68,128.704,6.7213,5.2223,123.75,132.5,NO,38,36,129.0,0.129,157.68,129.4457,6.3103,4.8749,124.69,134.84,NO,Siemens Healthineers,Atellica IM 1600 Analyzer,,,
2025,1,140,심장표지자단백검사(정량),LAB_017,T902,High-Sensitivity Cardiac Troponin I,CCA-25-02,444.11,Siemens Healthineers,Atellica IM 1600 Analyzer,1.24,1.27,1.24,1.27,194,153,490.105,0.343,608.45,493.0748,73.4236,14.891,391.0,538.9,NO,53,48,420.0,0.343,501.14,420.7165,18.9363,4.501,406.0,435.52,NO,38,36,420.05,0.411,501.14,420.4359,18.6599,4.4382,406.42,435.52,NO,Siemens Healthineers,Atellica IM 1600 Analyzer,,,
2025,1,140,심장표지자단백검사(정량),LAB_017,T902,High-Sensitivity Cardiac Troponin I,CCA-25-03,6705.93,Siemens Healthineers,Atellica IM 1600 Analyzer,1.35,1.41,1.35,1.41,194,194,2098.7,2.138,7330.31,3207.026,2034.8638,63.4502,1960.1,6150.31,NO,53,48,6448.88,4.826,7330.31,6445.8741,193.0129,2.9944,6267.0,6555.18,NO,38,36,6432.0,5.732,7330.31,6428.5644,196.5289,3.0571,6277.0,6555.18,NO,Siemens Healthineers,Atellica IM 1600 Analyzer,,,
2025,1,140,심장표지자단백검사(정량),LAB_018,T902,High-Sensitivity Cardiac Troponin I,CCA-25-01,128.72,Siemens Healthineers,Atellica IM 1600 Analyzer,0.0,-0.12,0.0,-0.12,194,150,130.7,0.102,255.2,133.4477,11.8199,8.8573,114.3,139.0,NO,53,49,129.0,0.102,157.68,128.704,6.7213,5.2223,123.75,132.5,NO,38,36,129.0,0.129,157.68,129.4457,6.3103,4.8749,124.69,134.84,NO,Siemens Healthineers,Atellica IM 1600 Analyzer,,,
