회차년도,회차,프로그램코드,프로그램명,기관코드,검사코드,검사명,검체명,검사결과,기준분류,세분류,기준분류_sdi (text),세분류_sdi (text),기준분류_sdi (Number),세분류_sdi (Number),ALL_기관수,ALL_기관수_OUT,ALL_중간값,ALL_최소값,ALL_최대값,ALL_평균값,ALL_표준편차,ALL_변동계수,ALL_하한치,ALL_상한치,ALL_Outlier,기준분류_기관수,기준분류_기관수_OUT,기준분류_중간값,기준분류_최소값,기준분류_최대값,기준분류_평균값,기준분류_표준편차,기준분류_변동계수,기준분류_하한치,기준분류_상한치,기준분류_Outlier,세분류_기관수,세분류_기관수_OUT,세분류_중간값,세분류_최소값,세분류_최대값,세분류_평균값,세분류_표준편차,세분류_변동계수,세분류_하한치,세분류_상한치,세분류_Outlier,기기회사명,기기명,시약회사명,시약명,검사방법명
2025,2,140,심장표지자단백검사(정량),LAB_004,T902,High-Sensitivity Cardiac Troponin I,CCA-25-05,725.2,Siemens Healthineers,Atellica IM 1600 Analyzer,,,,,194,192,531.75,0.527,814,555.6521,144.8994,26.0774,480.6,685,NO,51,50.0,751.31,0.802,814.0,753.2276,33.9645,4.5092,725.2,780.0,NO,38,38.0,748.655,684.72,809.0,748.744,34.0071,4.5419,723.0,779.39,NO,Siemens Healthineers,Atellica IM 1600 Analyzer,,,
2025,2,140,심장표지자단백검사(정량),LAB_004,T902,High-Sensitivity Cardiac Troponin I,CCA-25-06,5960.0,Siemens Healthineers,Atellica IM 1600 Analyzer,,,,,194,194,1933.125,1.887,6301,2925.1828,1804.9209,61.7028,1824.0,5449,NO,51,50.0,5873.0,5.985,6301.0,5869.5404,199.6144,3.4009,5723.47,5983.4,NO,38,38.0,5860.115,5430.0,6271.0,5849.8302,181.9627,3.1106,5729.48,5963.109,NO,Siemens Healthineers,Atellica IM 1600 Analyzer,,,
2025,2,140,심장표지자단백검사(정량),LAB_005,T902,High-Sensitivity Cardiac Troponin I,CCA-25-04,47.7,Abbott,Alinity I,,,,,194,183,48.5,0.046,65,47.386,9.1613,19.3334,42.917,54,NO,101,95.0,48.0,0.046,65.0,48.4277,3.8476,7.9451,46.0,50.77,NO,71,69.0,47.4,0.046,52.0,47.163,2.412,5.1142,45.1,49.0,NO,Abbott,Alinity I,,,
2025,2,140,심장표지자단백검사(정량),LAB_005,T902,High-Sensitivity Cardiac Troponin I,CCA-25-05,546.6,Abbott,Alinity I,,,,,194,192,531.75,0.527,814,555.6521,144.8994,26.0774,480.6,685,NO,101,96.0,531.0,0.527,667.0,537.7251,41.8909,7.7904,509.0,564.52,NO,71,67.0,520.0,0.527,582.0,518.2914,21.5433,4.1566,501.0,532.2,NO,Abbott,Alinity I,,,
2025,2,140,심장표지자단백검사(정량),LAB_005,T902,High-Sensitivity Cardiac Troponin I,CCA-25-06,1852.3,Abbott,Alinity I,,,,,194,194,1933.125,1.887,6301,2925.1828,1804.9209,61.7028,1824.0,5449,NO,101,93.0,1917.4,1.887,2350.7,1937.3227,95.8054,4.9452,1873.9,2002.0,NO,71,65.0,1905.21,1.887,2117.2,1895.4481,52.3835,2.7636,1853.7,1927.0,NO,Abbott,Alinity I,,,
2025,2,140,심장표지자단백검사(정량),LAB_006,T902,High-Sensitivity Cardiac Troponin I,CCA-25-04,44.7,Abbott,Alinity I,,,,,194,183,48.5,0.046,65,47.386,9.1613,19.3334,42.917,54,NO,101,95.0,48.0,0.046,65.0,48.4277,3.8476,7.9451,46.0,50.77,NO,71,69.0,47.4,0.046,52.0,47.163,2.412,5.1142,45.1,49.0,NO,Abbott,Alinity I,,,
2025,2,140,심장표지자단백검사(정량),LAB_006,T902,High-Sensitivity Cardiac Troponin I,CCA-25-05,390.6,Abbott,Alinity I,,,,,194,192,531.75,0.527,814,555.6521,144.8994,26.0774,480.6,685,NO,101,96.0,531.0,0.527,667.0,537.7251,41.8909,7.7904,509.0,564.52,YES,71,67.0,520.0,0.527,582.0,518.2914,21.5433,4.1566,501.0,532.2,YES,Abbott,Alinity I,,,
2025,2,140,심장표지자단백검사(정량),LAB_006,T902,High-Sensitivity Cardiac Troponin I,CCA-25-06,1867.9,Abbott,Alinity I,,,,,194,194,1933.125,1.887,6301,2925.1828,1804.9209,61.7028,1824.0,5449,NO,101,93.0,1917.4,1.887,2350.7,1937.3227,95.8054,4.9452,1873.9,2002.0,NO,71,65.0,1905.21,1.887,2117.2,1895.4481,52.3835,2.7636,1853.7,1927.0,NO,Abbott,Alinity I,,,
2025,2,140,심장표지자단백검사(정량),LAB_007,T902,High-Sensitivity Cardiac Troponin I,CCA-25-04,30.0,Beckman Coulter Inc.,UniCel DxI800,,,,,194,183,48.5,0.046,65,47.386,9.1613,19.3334,42.917,54,NO,36,33.0,30.25,25.2,38.6,30.2807,1.816,5.9971,29.1,31.3,NO,27,25.0,30.5,26.526,33.2,30.9593,1.3342,4.3095,30.0,31.8,NO,Beckman Coulter Inc.,UniCel DxI800,,,
2025,2,140,심장표지자단백검사(정량),LAB_007,T902,High-Sensitivity Cardiac Troponin I,CCA-25-05,370.1,Beckman Coulter Inc.,UniCel DxI800,,,,,194,192,531.75,0.527,814,555.6521,144.8994,26.0774,480.6,685,NO,36,35.0,370.335,320.4,520.0,368.603,21.7417,5.8984,353.974,383.5,NO,27,27.0,372.4,346.373,407.7,375.9557,16.4491,4.3753,366.2,387.0,NO,Beckman Coulter Inc.,UniCel DxI800,,,
2025,2,140,심장표지자단백검사(정량),LAB_007,T902,High-Sensitivity Cardiac Troponin I,CCA-25-06,1666.4,Beckman Coulter Inc.,UniCel DxI800,,,,,194,194,1933.125,1.887,6301,2925.1828,1804.9209,61.7028,1824.0,5449,NO,36,36.0,1638.2,1281.5,1835.8,1600.3803,146.372,9.1461,1500.0,1701.2,NO,27,27.0,1666.0,1500.0,1835.8,1663.5256,93.3957,5.6143,1594.4,1722.622,NO,Beckman Coulter Inc.,UniCel DxI800,,,
2025,2,140,심장표지자단백검사(정량),LAB_008,T902,High-Sensitivity Cardiac Troponin I,CCA-25-04,49.7,Abbott,Alinity I,,,,,194,183,48.5,0.046,65,47.386,9.1613,19.3334,42.917,54,NO,101,95.0,48.0,0.046,65.0,48.4277,3.8476,7.9451,46.0,50.77,NO,71,69.0,47.4,0.046,52.0,47.163,2.412,5.1142,45.1,49.0,NO,Abbott,Alinity I,,,
2025,2,140,심장표지자단백검사(정량),LAB_008,T902,High-Sensitivity Cardiac Troponin I,CCA-25-05,558.3,Abbott,Alinity I,,,,,194,192,531.75,0.527,814,555.6521,144.8994,26.0774,480.6,685,NO,101,96.0,531.0,0.527,667.0,537.7251,41.8909,7.7904,509.0,564.52,NO,71,67.0,520.0,0.527,582.0,518.2914,21.5433,4.1566,501.0,532.2,NO,Abbott,Alinity I,,,
2025,2,140,심장표지자단백검사(정량),LAB_008,T902,High-Sensitivity Cardiac Troponin I,CCA-25-06,2117.2,Abbott,Alinity I,,,,,194,194,1933.125,1.887,6301,2925.1828,1804.9209,61.7028,1824.0,5449,NO,101,93.0,1917.4,1.887,2350.7,1937.3227,95.8054,4.9452,1873.9,2002.0,NO,71,65.0,1905.21,1.887,2117.2,1895.4481,52.3835,2.7636,1853.7,1927.0,YES,Abbott,Alinity I,,,
2025,2,140,심장표지자단백검사(정량),LAB_009,T902,High-Sensitivity Cardiac Troponin I,CCA-25-04,30.103,Beckman Coulter Inc.,UniCel DxI800,,,,,194,183,48.5,0.046,65,47.386,9.1613,19.3334,42.917,54,NO,36,33.0,30.25,25.2,38.6,30.2807,1.816,5.9971,29.1,31.3,NO,27,25.0,30.5,26.526,33.2,30.9593,1.3342,4.3095,30.0,31.8,NO,Beckman Coulter Inc.,UniCel DxI800,,,
2025,2,140,심장표지자단백검사(정량),LAB_009,T902,High-Sensitivity Cardiac Troponin I,CCA-25-05,376.816,Beckman Coulter Inc.,UniCel DxI800,,,,,194,192,531.75,0.527,814,555.6521,144.8994,26.0774,480.6,685,NO,36,35.0,370.335,320.4,520.0,368.603,21.7417,5.8984,353.974,383.5,NO,27,27.0,372.4,346.373,407.7,375.9557,16.4491,4.3753,366.2,387.0,NO,Beckman Coulter Inc.,UniCel DxI800,,,
2025,2,140,심장표지자단백검사(정량),LAB_009,T902,High-Sensitivity Cardiac Troponin I,CCA-25-06,1662.434,Beckman Coulter Inc.,UniCel DxI800,,,,,194,194,1933.125,1.887,6301,2925.1828,1804.9209,61.7028,1824.0,5449,NO,36,36.0,1638.2,1281.5,1835.8,1600.3803,146.372,9.1461,1500.0,1701.2,NO,27,27.0,1666.0,1500.0,1835.8,1663.5256,93.3957,5.6143,1594.4,1722.622,NO,Beckman Coulter Inc.,UniCel DxI800,,,
2025,2,140,심장표지자단백검사(정량),LAB_010,T902,High-Sensitivity Cardiac Troponin I,CCA-25-04,52.22,Siemens Healthineers,Atellica IM 1600 Analyzer,,,,,194,183,48.5,0.046,65,47.386,9.1613,19.3334,42.917,54,NO,51,50.0,55.23,48.4,61.0,55.0409,3.0387,5.5209,52.57,57.0,NO,38,38.0,54.91,48.4,59.0,54.6031,3.0299,5.5489,52.22,57.0,NO,Siemens Healthineers,Atellica IM 1600 Analyzer,,,
2025,2,140,심장표지자단백검사(정량),LAB_010,T902,High-Sensitivity Cardiac Troponin I,CCA-25-05,734.08,Siemens Healthineers,Atellica IM 1600 Analyzer,,,,,194,192,531.75,0.527,814,555.6521,144.8994,26.0774,480.6,685,NO,51,50.0,751.31,0.802,814.0,753.2276,33.9645,4.5092,725.2,780.0,NO,38,38.0,748.655,684.72,809.0,748.744,34.0071,4.5419,723.0,779.39,NO,Siemens Healthineers,Atellica IM 1600 Analyzer,,,
2025,2,140,심장표지자단백검사(정량),LAB_010,T902,High-Sensitivity Cardiac Troponin I,CCA-25-06,5723.47,Siemens Healthineers,Atellica IM 1600 Analyzer,,,,,194,194,1933.125,1.887,6301,2925.1828,1804.9209,61.7028,1824.0,5449,NO,51,50.0,5873.0,5.985,6301.0,5869.5404,199.6144,3.4009,5723.47,5983.4,NO,38,38.0,5860.115,5430.0,6271.0,5849.8302,181.9627,3.1106,5729.48,5963.109,NO,Siemens Healthineers,Atellica IM 1600 Analyzer,,,
2025,2,140,심장표지자단백검사(정량),LAB_011,T902,High-Sensitivity Cardiac Troponin I,CCA-25-04,32.0,Beckman Coulter Inc.,UniCel DxI800,,,,,194,183,48.5,0.046,65,47.386,9.1613,19.3334,42.917,54,NO,36,33.0,30.25,25.2,38.6,30.2807,1.816,5.9971,29.1,31.3,NO,27,25.0,30.5,26.526,33.2,30.9593,1.3342,4.3095,30.0,31.8,NO,Beckman Coulter Inc.,UniCel DxI800,,,
2025,2,140,심장표지자단백검사(정량),LAB_011,T902,High-Sensitivity Cardiac Troponin I,CCA-25-05,404.0,Beckman Coulter Inc.,UniCel DxI800,,,,,194,192,531.75,0.527,814,555.6521,144.8994,26.0774,480.6,685,NO,36,35.0,370.335,320.4,520.0,368.603,21.7417,5.8984,353.974,383.5,NO,27,27.0,372.4,346.373,407.7,375.9557,16.4491,4.3753,366.2,387.0,NO,Beckman Coulter Inc.,UniCel DxI800,,,
2025,2,140,심장표지자단백검사(정량),LAB_011,T902,High-Sensitivity Cardiac Troponin I,CCA-25-06,1721.0,Beckman Coulter Inc.,UniCel DxI800,,,,,194,194,1933.125,1.887,6301,2925.1828,1804.9209,61.7028,1824.0,5449,NO,36,36.0,1638.2,1281.5,1835.8,1600.3803,146.372,9.1461,1500.0,1701.2,NO,27,27.0,1666.0,1500.0,1835.8,1663.5256,93.3957,5.6143,1594.4,1722.622,NO,Beckman Coulter Inc.,UniCel DxI800,,,
2025,2,140,심장표지자단백검사(정량),LAB_012,T902,High-Sensitivity Cardiac Troponin I,CCA-25-04,58.64,Siemens Healthineers,Atellica IM 1600 Analyzer,,,,,194,183,48.5,0.046,65,47.386,9.1613,19.3334,42.917,54,NO,51,50.0,55.23,48.4,61.0,55.0409,3.0387,5.5209,52.57,57.0,NO,38,38.0,54.91,48.4,59.0,54.6031,3.0299,5.5489,52.22,57.0,NO,Siemens Healthineers,Atellica IM 1600 Analyzer,,,
2025,2,140,심장표지자단백검사(정량),LAB_012,T902,High-Sensitivity Cardiac Troponin I,CCA-25-05,779.39,Siemens Healthineers,Atellica IM 1600 Analyzer,,,,,194,192,531.75,0.527,814,555.6521,144.8994,26.0774,480.6,685,NO,51,50.0,751.31,0.802,814.0,753.2276,33.9645,4.5092,725.2,780.0,NO,38,38.0,748.655,684.72,809.0,748.744,34.0071,4.5419,723.0,779.39,NO,Siemens Healthineers,Atellica IM 1600 Analyzer,,,
2025,2,140,심장표지자단백검사(정량),LAB_012,T902,High-Sensitivity Cardiac Troponin I,CCA-25-06,5775.5,Siemens Healthineers,Atellica IM 1600 Analyzer,,,,,194,194,1933.125,1.887,6301,2925.1828,1804.9209,61.7028,1824.0,5449,NO,51,50.0,5873.0,5.985,6301.0,5869.5404,199.6144,3.4009,5723.47,5983.4,NO,38,38.0,5860.115,5430.0,6271.0,5849.8302,181.9627,3.1106,5729.48,5963.109,NO,Siemens Healthineers,Atellica IM 1600 Analyzer,,,
2025,2,140,심장표지자단백검사(정량),LAB_013,T902,High-Sensitivity Cardiac Troponin I,CCA-25-04,45.0,Abbott,Alinity I,,,,,194,183,48.5,0.046,65,47.386,9.1613,19.3334,42.917,54,NO,101,95.0,48.0,0.046,65.0,48.4277,3.8476,7.9451,46.0,50.77,NO,71,69.0,47.4,0.046,52.0,47.163,2.412,5.1142,45.1,49.0,NO,Abbott,Alinity I,,,
2025,2,140,심장표지자단백검사(정량),LAB_013,T902,High-Sensitivity Cardiac Troponin I,CCA-25-05,503.0,Abbott,Alinity I,,,,,194,192,531.75,0.527,814,555.6521,144.8994,26.0774,480.6,685,NO,101,96.0,531.0,0.527,667.0,537.7251,41.8909,7.7904,509.0,564.52,NO,71,67.0,520.0,0.527,582.0,518.2914,21.5433,4.1566,501.0,532.2,NO,Abbott,Alinity I,,,
2025,2,140,심장표지자단백검사(정량),LAB_013,T902,High-Sensitivity Cardiac Troponin I,CCA-25-06,1821.0,Abbott,Alinity I,,,,,194,194,1933.125,1.887,6301,2925.1828,1804.9209,61.7028,1824.0,5449,NO,101,93.0,1917.4,1.887,2350.7,1937.3227,95.8054,4.9452,1873.9,2002.0,NO,71,65.0,1905.21,1.887,2117.2,1895.4481,52.3835,2.7636,1853.7,1927.0,NO,Abbott,Alinity I,,,
2025,2,140,심장표지자단백검사(정량),LAB_014,T902,High-Sensitivity Cardiac Troponin I,CCA-25-04,39.0,Abbott,Alinity I,,,,,194,183,48.5,0.046,65,47.386,9.1613,19.3334,42.917,54,NO,101,95.0,48.0,0.046,65.0,48.4277,3.8476,7.9451,46.0,50.77,NO,71,69.0,47.4,0.046,52.0,47.163,2.412,5.1142,45.1,49.0,YES,Abbott,Alinity I,,,
2025,2,140,심장표지자단백검사(정량),LAB_014,T902,High-Sensitivity Cardiac Troponin I,CCA-25-05,501.0,Abbott,Alinity I,,,,,194,192,531.75,0.527,814,555.6521,144.8994,26.0774,480.6,685,NO,101,96.0,531.0,0.527,667.0,537.7251,41.8909,7.7904,509.0,564.52,NO,71,67.0,520.0,0.527,582.0,518.2914,21.5433,4.1566,501.0,532.2,NO,Abbott,Alinity I,,,
2025,2,140,심장표지자단백검사(정량),LAB_014,T902,High-Sensitivity Cardiac Troponin I,CCA-25-06,1899.0,Abbott,Alinity I,,,,,194,194,1933.125,1.887,6301,2925.1828,1804.9209,61.7028,1824.0,5449,NO,101,93.0,1917.4,1.887,2350.7,1937.3227,95.8054,4.9452,1873.9,2002.0,NO,71,65.0,1905.21,1.887,2117.2,1895.4481,52.3835,2.7636,1853.7,1927.0,NO,Abbott,Alinity I,,,
2025,2,140,심장표지자단백검사(정량),LAB_015,T902,High-Sensitivity Cardiac Troponin I,CCA-25-04,31.0,Beckman Coulter Inc.,UniCel DxI800,,,,,194,183,48.5,0.046,65,47.386,9.1613,19.3334,42.917,54,NO,36,33.0,30.25,25.2,38.6,30.2807,1.816,5.9971,29.1,31.3,NO,27,25.0,30.5,26.526,33.2,30.9593,1.3342,4.3095,30.0,31.8,NO,Beckman Coulter Inc.,UniCel DxI800,,,
2025,2,140,심장표지자단백검사(정량),LAB_015,T902,High-Sensitivity Cardiac Troponin I,CCA-25-05,372.0,Beckman Coulter Inc.,UniCel DxI800,,,,,194,192,531.75,0.527,814,555.6521,144.8994,26.0774,480.6,685,NO,36,35.0,370.335,320.4,520.0,368.603,21.7417,5.8984,353.974,383.5,NO,27,27.0,372.4,346.373,407.7,375.9557,16.4491,4.3753,366.2,387.0,NO,Beckman Coulter Inc.,UniCel DxI800,,,
2025,2,140,심장표지자단백검사(정량),LAB_015,T902,High-Sensitivity Cardiac Troponin I,CCA-25-06,1722.0,Beckman Coulter Inc.,UniCel DxI800,,,,,194,194,1933.125,1.887,6301,2925.1828,1804.9209,61.7028,1824.0,5449,NO,36,36.0,1638.2,1281.5,1835.8,1600.3803,146.372,9.1461,1500.0,1701.2,NO,27,27.0,1666.0,1500.0,1835.8,1663.5256,93.3957,5.6143,1594.4,1722.622,NO,Beckman Coulter Inc.,UniCel DxI800,,,
2025,2,140,심장표지자단백검사(정량),LAB_016,T902,High-Sensitivity Cardiac Troponin I,CCA-25-04,55.4,Abbott,ARCHITECT i2000,,,,,194,183,48.5,0.046,65,47.386,9.1613,19.3334,42.917,54,NO,101,95.0,48.0,0.046,65.0,48.4277,3.8476,7.9451,46.0,50.77,NO,17,17.0,55.0,48.5,65.0,55.3615,4.7402,8.5623,51.85,58.1,NO,Abbott,ARCHITECT i2000,,,
2025,2,140,심장표지자단백검사(정량),LAB_016,T902,High-Sensitivity Cardiac Troponin I,CCA-25-05,602.3,Abbott,ARCHITECT i2000,,,,,194,192,531.75,0.527,814,555.6521,144.8994,26.0774,480.6,685,NO,101,96.0,531.0,0.527,667.0,537.7251,41.8909,7.7904,509.0,564.52,NO,17,17.0,593.0,513.3,667.0,593.327,41.2109,6.9457,570.9,609.8,NO,Abbott,ARCHITECT i2000,,,
2025,2,140,심장표지자단백검사(정량),LAB_016,T902,High-Sensitivity Cardiac Troponin I,CCA-25-06,2005.2,Abbott,ARCHITECT i2000,,,,,194,194,1933.125,1.887,6301,2925.1828,1804.9209,61.7028,1824.0,5449,NO,101,93.0,1917.4,1.887,2350.7,1937.3227,95.8054,4.9452,1873.9,2002.0,NO,17,17.0,2099.633,1886.8,2347.0,2076.8332,118.0538,5.6843,1997.45,2142.0,NO,Abbott,ARCHITECT i2000,,,
2025,2,140,심장표지자단백검사(정량),LAB_017,T902,High-Sensitivity Cardiac Troponin I,CCA-25-04,51.44,Siemens Healthineers,Atellica IM 1600 Analyzer,,,,,194,183,48.5,0.046,65,47.386,9.1613,19.3334,42.917,54,NO,51,50.0,55.23,48.4,61.0,55.0409,3.0387,5.5209,52.57,57.0,NO,38,38.0,54.91,48.4,59.0,54.6031,3.0299,5.5489,52.22,57.0,NO,Siemens Healthineers,Atellica IM 1600 Analyzer,,,
2025,2,140,심장표지자단백검사(정량),LAB_017,T902,High-Sensitivity Cardiac Troponin I,CCA-25-05,689.65,Siemens Healthineers,Atellica IM 1600 Analyzer,,,,,194,192,531.75,0.527,814,555.6521,144.8994,26.0774,480.6,685,NO,51,50.0,751.31,0.802,814.0,753.2276,33.9645,4.5092,725.2,780.0,NO,38,38.0,748.655,684.72,809.0,748.744,34.0071,4.5419,723.0,779.39,NO,Siemens Healthineers,Atellica IM 1600 Analyzer,,,
2025,2,140,심장표지자단백검사(정량),LAB_017,T902,High-Sensitivity Cardiac Troponin I,CCA-25-06,5668.37,Siemens Healthineers,Atellica IM 1600 Analyzer,,,,,194,194,1933.125,1.887,6301,2925.1828,1804.9209,61.7028,1824.0,5449,NO,51,50.0,5873.0,5.985,6301.0,5869.5404,199.6144,3.4009,5723.47,5983.4,NO,38,38.0,5860.115,5430.0,6271.0,5849.8302,181.9627,3.1106,5729.48,5963.109,NO,Siemens Healthineers,Atellica IM 1600 Analyzer,,,
2025,2,140,심장표지자단백검사(정량),LAB_018,T902,High-Sensitivity Cardiac Troponin I,CCA-25-04,54.44,Siemens Healthineers,Atellica IM 1600 Analyzer,,,,,194,183,48.5,0.046,65,47.386,9.1613,19.3334,42.917,54,NO,51,50.0,55.23,48.4,61.0,55.0409,3.0387,5.5209,52.57,57.0,NO,38,38.0,54.91,48.4,59.0,54.6031,3.0299,5.5489,52.22,57.0,NO,Siemens Healthineers,Atellica IM 1600 Analyzer,,,
2025,2,140,심장표지자단백검사(정량),LAB_018,T902,High-Sensitivity Cardiac Troponin I,CCA-25-05,684.72,Siemens Healthineers,Atellica IM 1600 Analyzer,,,,,194,192,531.75,0.527,814,555.6521,144.8994,26.0774,480.6,685,NO,51,50.0,751.31,0.802,814.0,753.2276,33.9645,4.5092,725.2,780.0,NO,38,38.0,748.655,684.72,809.0,748.744,34.0071,4.5419,723.0,779.39,NO,Siemens Healthineers,Atellica IM 1600 Analyzer,,,
2025,2,140,심장표지자단백검사(정량),LAB_018,T902,High-Sensitivity Cardiac Troponin I,CCA-25-06,5825.29,Siemens Healthineers,Atellica IM 1600 Analyzer,,,,,194,194,1933.125,1.887,6301,2925.1828,1804.9209,61.7028,1824.0,5449,NO,51,50.0,5873.0,5.985,6301.0,5869.5404,199.6144,3.4009,5723.47,5983.4,NO,38,38.0,5860.115,5430.0,6271.0,5849.8302,181.9627,3.1106,5729.48,5963.109,NO,Siemens Healthineers,Atellica IM 1600 Analyzer,,,
2025,2,140,심장표지자단백검사(정량),LAB_019,T902,High-Sensitivity Cardiac Troponin I,CCA-25-04,33.2,Beckman Coulter Inc.,UniCel DxI800,,,,,194,183,48.5,0.046,65,47.386,9.1613,19.3334,42.917,54,NO,36,33.0,30.25,25.2,38.6,30.2807,1.816,5.9971,29.1,31.3,NO,27,25.0,30.5,26.526,33.2,30.9593,1.3342,4.3095,30.0,31.8,NO,Beckman Coulter Inc.,UniCel DxI800,,,
